JPGNumber,Race 0 Bubble 0,Race 0 Bubble 1,Race 0 Bubble 2
18994,-1,-1,-1
18996,-1,-1,-1
18998,-1,-1,-1
19000,-1,-1,-1
19002,-1,-1,-1
19004,-1,-1,-1
19006,-1,-1,-1
19008,-1,-1,-1
19010,-1,-1,-1
19012,-1,-1,-1
19014,-1,-1,-1
19016,-1,-1,-1
19018,-1,-1,-1
19020,-1,-1,-1
19022,-1,-1,-1
19024,-1,-1,-1
19026,-1,-1,-1
19028,-1,-1,-1
19030,-1,-1,-1
19032,-1,-1,-1
19034,-1,-1,-1
19036,-1,-1,-1
19038,-1,-1,-1
19040,-1,-1,-1
19042,-1,-1,-1
19044,-1,-1,-1
19046,-1,-1,-1
19048,-1,-1,-1
19050,-1,-1,-1
19052,-1,-1,-1
19054,-1,-1,-1
19056,-1,-1,-1
19058,-1,-1,-1
19060,-1,-1,-1
19062,-1,-1,-1
19064,-1,-1,-1
19066,-1,-1,-1
19068,-1,-1,-1
19070,-1,-1,-1
19072,-1,-1,-1
19074,-1,-1,-1
19076,-1,-1,-1
19078,-1,-1,-1
19080,-1,-1,-1
19082,-1,-1,-1
19084,-1,-1,-1
19086,-1,-1,-1
19088,-1,-1,-1
19090,-1,-1,-1
19092,-1,-1,-1
19094,-1,-1,-1
19096,-1,-1,-1
19098,-1,-1,-1
19100,-1,-1,-1
19102,-1,-1,-1
19104,-1,-1,-1
19106,-1,-1,-1
19108,-1,-1,-1
19110,-1,-1,-1
19112,-1,-1,-1
19114,-1,-1,-1
19116,-1,-1,-1
19118,-1,-1,-1
19120,-1,-1,-1
19122,-1,-1,-1
19124,-1,-1,-1
19126,-1,-1,-1
19128,-1,-1,-1
19130,-1,-1,-1
19132,-1,-1,-1
19134,-1,-1,-1
19136,-1,-1,-1
19138,-1,-1,-1
19140,-1,-1,-1
19142,-1,-1,-1
19144,-1,-1,-1
19146,-1,-1,-1
19148,-1,-1,-1
19150,-1,-1,-1
19152,-1,-1,-1
19154,-1,-1,-1
19156,-1,-1,-1
19158,-1,-1,-1
19160,-1,-1,-1
19162,-1,-1,-1
19164,-1,-1,-1
19166,-1,-1,-1
19168,-1,-1,-1
19170,-1,-1,-1
19172,-1,-1,-1
19174,-1,-1,-1
19176,-1,-1,-1
19178,-1,-1,-1
19180,-1,-1,-1
19182,-1,-1,-1
19184,-1,-1,-1
19186,-1,-1,-1
19188,-1,-1,-1
19190,-1,-1,-1
19192,-1,-1,-1
19194,-1,-1,-1
19196,-1,-1,-1
19198,-1,-1,-1
19200,-1,-1,-1
19202,-1,-1,-1
19204,-1,-1,-1
19206,-1,-1,-1
19208,-1,-1,-1
19210,-1,-1,-1
19212,-1,-1,-1
19214,-1,-1,-1
19216,-1,-1,-1
19218,-1,-1,-1
19220,-1,-1,-1
19222,-1,-1,-1
19224,-1,-1,-1
19226,-1,-1,-1
19228,-1,-1,-1
19230,-1,-1,-1
19232,-1,-1,-1
19234,-1,-1,-1
19236,-1,-1,-1
19238,-1,-1,-1
19240,-1,-1,-1
19242,-1,-1,-1
19244,-1,-1,-1
19246,-1,-1,-1
19248,-1,-1,-1
19250,-1,-1,-1
19252,-1,-1,-1
19254,-1,-1,-1
19256,-1,-1,-1
19258,-1,-1,-1
19260,-1,-1,-1
19262,-1,-1,-1
19264,-1,-1,-1
19266,-1,-1,-1
19268,-1,-1,-1
19270,-1,-1,-1
19272,-1,-1,-1
19274,-1,-1,-1
19276,-1,-1,-1
19278,-1,-1,-1
19280,-1,-1,-1
19282,-1,-1,-1
19284,-1,-1,-1
19286,-1,-1,-1
19288,-1,-1,-1
19290,-1,-1,-1
19292,-1,-1,-1
19294,-1,-1,-1
19296,-1,-1,-1
19298,-1,-1,-1
19300,-1,-1,-1
19302,-1,-1,-1
19304,-1,-1,-1
19306,-1,-1,-1
19308,-1,-1,-1
19310,-1,-1,-1
19312,-1,-1,-1
19314,-1,-1,-1
19316,-1,-1,-1
19318,-1,-1,-1
19320,-1,-1,-1
19322,-1,-1,-1
19324,-1,-1,-1
19326,-1,-1,-1
19328,-1,-1,-1
19330,-1,-1,-1
19332,-1,-1,-1
19334,-1,-1,-1
20902,-1,-1,-1
20904,-1,-1,-1
20906,-1,-1,-1
20908,-1,-1,-1
20910,-1,-1,-1
20912,-1,-1,-1
20914,-1,-1,-1
20916,-1,-1,-1
20918,-1,-1,-1
20920,-1,-1,-1
20922,-1,-1,-1
20924,-1,-1,-1
20926,-1,-1,-1
20928,-1,-1,-1
20930,-1,-1,-1
20932,-1,-1,-1
20934,-1,-1,-1
20936,-1,-1,-1
20938,-1,-1,-1
20940,-1,-1,-1
20942,-1,-1,-1
20944,-1,-1,-1
20946,-1,-1,-1
20948,-1,-1,-1
20950,-1,-1,-1
20952,-1,-1,-1
20954,-1,-1,-1
20956,-1,-1,-1
20958,-1,-1,-1
20960,-1,-1,-1
20962,-1,-1,-1
20964,-1,-1,-1
20966,-1,-1,-1
20968,-1,-1,-1
20970,-1,-1,-1
20972,-1,-1,-1
20974,-1,-1,-1
20976,-1,-1,-1
20978,-1,-1,-1
20980,-1,-1,-1
20982,-1,-1,-1
20984,-1,-1,-1
20986,-1,-1,-1
20988,-1,-1,-1
20990,-1,-1,-1
20992,-1,-1,-1
20994,-1,-1,-1
20996,-1,-1,-1
20998,-1,-1,-1
21000,-1,-1,-1
21002,-1,-1,-1
21004,-1,-1,-1
21006,-1,-1,-1
21008,-1,-1,-1
21010,-1,-1,-1
21012,-1,-1,-1
21014,-1,-1,-1
21016,-1,-1,-1
21018,-1,-1,-1
21020,-1,-1,-1
21022,-1,-1,-1
21024,-1,-1,-1
21026,-1,-1,-1
21028,-1,-1,-1
21030,-1,-1,-1
21032,-1,-1,-1
21034,-1,-1,-1
21036,-1,-1,-1
21038,-1,-1,-1
21040,-1,-1,-1
21400,-1,-1,-1
21402,-1,-1,-1
21404,-1,-1,-1
21406,-1,-1,-1
21408,-1,-1,-1
21410,-1,-1,-1
21412,-1,-1,-1
21414,-1,-1,-1
21416,-1,-1,-1
21418,-1,-1,-1
21420,-1,-1,-1
21422,-1,-1,-1
21424,-1,-1,-1
21426,-1,-1,-1
21428,-1,-1,-1
21430,-1,-1,-1
21432,-1,-1,-1
21434,-1,-1,-1
21436,-1,-1,-1
21438,-1,-1,-1
21440,-1,-1,-1
21442,-1,-1,-1
21444,-1,-1,-1
21446,-1,-1,-1
21448,-1,-1,-1
21450,-1,-1,-1
21452,-1,-1,-1
21454,-1,-1,-1
21456,-1,-1,-1
21458,-1,-1,-1
21460,-1,-1,-1
21462,-1,-1,-1
21464,-1,-1,-1
21466,-1,-1,-1
21468,-1,-1,-1
21470,-1,-1,-1
21472,-1,-1,-1
21474,-1,-1,-1
21476,-1,-1,-1
21478,-1,-1,-1
21480,-1,-1,-1
21482,-1,-1,-1
21484,-1,-1,-1
21486,-1,-1,-1
21488,-1,-1,-1
21490,-1,-1,-1
21492,-1,-1,-1
21494,-1,-1,-1
26412,-1,-1,-1
26414,-1,-1,-1
26416,-1,-1,-1
26418,-1,-1,-1
26420,-1,-1,-1
26422,-1,-1,-1
26424,-1,-1,-1
26426,-1,-1,-1
26428,-1,-1,-1
26430,-1,-1,-1
26432,-1,-1,-1
26434,-1,-1,-1
26436,-1,-1,-1
26438,-1,-1,-1
26440,-1,-1,-1
26442,-1,-1,-1
26444,-1,-1,-1
26446,-1,-1,-1
26448,-1,-1,-1
26450,-1,-1,-1
26452,-1,-1,-1
26454,-1,-1,-1
26456,-1,-1,-1
26458,-1,-1,-1
26460,-1,-1,-1
26462,-1,-1,-1
26464,-1,-1,-1
26466,-1,-1,-1
26468,-1,-1,-1
26470,-1,-1,-1
26472,-1,-1,-1
26474,-1,-1,-1
26476,-1,-1,-1
26478,-1,-1,-1
26480,-1,-1,-1
26482,-1,-1,-1
26484,-1,-1,-1
26486,-1,-1,-1
26488,-1,-1,-1
26490,-1,-1,-1
26492,-1,-1,-1
26494,-1,-1,-1
26496,-1,-1,-1
26498,-1,-1,-1
26500,-1,-1,-1
26502,-1,-1,-1
26504,-1,-1,-1
26506,-1,-1,-1
26508,-1,-1,-1
26510,-1,-1,-1
26512,-1,-1,-1
26514,-1,-1,-1
26516,-1,-1,-1
26518,-1,-1,-1
26520,-1,-1,-1
26522,-1,-1,-1
26524,-1,-1,-1
26526,-1,-1,-1
26528,-1,-1,-1
26530,-1,-1,-1
26532,-1,-1,-1
26534,-1,-1,-1
26536,-1,-1,-1
26538,-1,-1,-1
26540,-1,-1,-1
26542,-1,-1,-1
26544,-1,-1,-1
26546,-1,-1,-1
26548,-1,-1,-1
26550,-1,-1,-1
26552,-1,-1,-1
26554,-1,-1,-1
26556,-1,-1,-1
26558,-1,-1,-1
26560,-1,-1,-1
26562,-1,-1,-1
26564,-1,-1,-1
26566,-1,-1,-1
26568,-1,-1,-1
26570,-1,-1,-1
26572,-1,-1,-1
26574,-1,-1,-1
26576,-1,-1,-1
26578,-1,-1,-1
26580,-1,-1,-1
26582,-1,-1,-1
26584,-1,-1,-1
26586,-1,-1,-1
26588,-1,-1,-1
26590,-1,-1,-1
26592,-1,-1,-1
26594,-1,-1,-1
26596,-1,-1,-1
26598,-1,-1,-1
26600,-1,-1,-1
26602,-1,-1,-1
26604,-1,-1,-1
26606,-1,-1,-1
26608,-1,-1,-1
26610,-1,-1,-1
26612,-1,-1,-1
26614,-1,-1,-1
26616,-1,-1,-1
26618,-1,-1,-1
26620,-1,-1,-1
26622,-1,-1,-1
26624,-1,-1,-1
26626,-1,-1,-1
26628,-1,-1,-1
26630,-1,-1,-1
26632,-1,-1,-1
26634,-1,-1,-1
26636,-1,-1,-1
26638,-1,-1,-1
26640,-1,-1,-1
26642,-1,-1,-1
26644,-1,-1,-1
26646,-1,-1,-1
26648,-1,-1,-1
26650,-1,-1,-1
26652,-1,-1,-1
26654,-1,-1,-1
26656,-1,-1,-1
26658,-1,-1,-1
26660,-1,-1,-1
26662,-1,-1,-1
26664,-1,-1,-1
26666,-1,-1,-1
26668,-1,-1,-1
26670,-1,-1,-1
26672,-1,-1,-1
26674,-1,-1,-1
26676,-1,-1,-1
26678,-1,-1,-1
26680,-1,-1,-1
26682,-1,-1,-1
26684,-1,-1,-1
26686,-1,-1,-1
26688,-1,-1,-1
26690,-1,-1,-1
26692,-1,-1,-1
26694,-1,-1,-1
26696,-1,-1,-1
26698,-1,-1,-1
26700,-1,-1,-1
26702,-1,-1,-1
26704,-1,-1,-1
26706,-1,-1,-1
26708,-1,-1,-1
26710,-1,-1,-1
26712,-1,-1,-1
26714,-1,-1,-1
26716,-1,-1,-1
26718,-1,-1,-1
26720,-1,-1,-1
26722,-1,-1,-1
26724,-1,-1,-1
26726,-1,-1,-1
26728,-1,-1,-1
26730,-1,-1,-1
26732,-1,-1,-1
26734,-1,-1,-1
26736,-1,-1,-1
26738,-1,-1,-1
26740,-1,-1,-1
26742,-1,-1,-1
26744,-1,-1,-1
26746,-1,-1,-1
26748,-1,-1,-1
26750,-1,-1,-1
26752,-1,-1,-1
26754,-1,-1,-1
26756,-1,-1,-1
26758,-1,-1,-1
26760,-1,-1,-1
26762,-1,-1,-1
26764,-1,-1,-1
26766,-1,-1,-1
26768,-1,-1,-1
26770,-1,-1,-1
26772,-1,-1,-1
26774,-1,-1,-1
26776,-1,-1,-1
26778,-1,-1,-1
26780,-1,-1,-1
26782,-1,-1,-1
26784,-1,-1,-1
26786,-1,-1,-1
26788,-1,-1,-1
26790,-1,-1,-1
26792,-1,-1,-1
26794,-1,-1,-1
26796,-1,-1,-1
26798,-1,-1,-1
26800,-1,-1,-1
26802,-1,-1,-1
26804,-1,-1,-1
26806,-1,-1,-1
26808,-1,-1,-1
26810,-1,-1,-1
26812,-1,-1,-1
26814,-1,-1,-1
26816,-1,-1,-1
26818,-1,-1,-1
26820,-1,-1,-1
26822,-1,-1,-1
26824,-1,-1,-1
26826,-1,-1,-1
26828,-1,-1,-1
26830,-1,-1,-1
26832,-1,-1,-1
26834,-1,-1,-1
26836,-1,-1,-1
26838,-1,-1,-1
26840,-1,-1,-1
26842,-1,-1,-1
26844,-1,-1,-1
26846,-1,-1,-1
26848,-1,-1,-1
26850,-1,-1,-1
26852,-1,-1,-1
26854,-1,-1,-1
26856,-1,-1,-1
26858,-1,-1,-1
26860,-1,-1,-1
26862,-1,-1,-1
26864,-1,-1,-1
26866,-1,-1,-1
26868,-1,-1,-1
26870,-1,-1,-1
26872,-1,-1,-1
26874,-1,-1,-1
26876,-1,-1,-1
26878,-1,-1,-1
26880,-1,-1,-1
26882,-1,-1,-1
26884,-1,-1,-1
26886,-1,-1,-1
26888,-1,-1,-1
26890,-1,-1,-1
26892,-1,-1,-1
26894,-1,-1,-1
26896,-1,-1,-1
26898,-1,-1,-1
26900,-1,-1,-1
26902,-1,-1,-1
26904,-1,-1,-1
26906,-1,-1,-1
26908,-1,-1,-1
26910,-1,-1,-1
26912,-1,-1,-1
26914,-1,-1,-1
26916,-1,-1,-1
26918,-1,-1,-1
26920,-1,-1,-1
26922,-1,-1,-1
26924,-1,-1,-1
26926,-1,-1,-1
26928,-1,-1,-1
26930,-1,-1,-1
26932,-1,-1,-1
26934,-1,-1,-1
26936,-1,-1,-1
26938,-1,-1,-1
26940,-1,-1,-1
26942,-1,-1,-1
26944,-1,-1,-1
26946,-1,-1,-1
26948,-1,-1,-1
26950,-1,-1,-1
26952,-1,-1,-1
26954,-1,-1,-1
26956,-1,-1,-1
26958,-1,-1,-1
26960,-1,-1,-1
26962,-1,-1,-1
26964,-1,-1,-1
26966,-1,-1,-1
26968,-1,-1,-1
26970,-1,-1,-1
26972,-1,-1,-1
26974,-1,-1,-1
26976,-1,-1,-1
26978,-1,-1,-1
26980,-1,-1,-1
26982,-1,-1,-1
26984,-1,-1,-1
26986,-1,-1,-1
26988,-1,-1,-1
26990,-1,-1,-1
26992,-1,-1,-1
26994,-1,-1,-1
26996,-1,-1,-1
26998,-1,-1,-1
27000,-1,-1,-1
27002,-1,-1,-1
27004,-1,-1,-1
27006,-1,-1,-1
27008,-1,-1,-1
27010,-1,-1,-1
27012,-1,-1,-1
27014,-1,-1,-1
27016,-1,-1,-1
27018,-1,-1,-1
27020,-1,-1,-1
27022,-1,-1,-1
27024,-1,-1,-1
27026,-1,-1,-1
27028,-1,-1,-1
27030,-1,-1,-1
27032,-1,-1,-1
27034,-1,-1,-1
27036,-1,-1,-1
27038,-1,-1,-1
27040,-1,-1,-1
27042,-1,-1,-1
27044,-1,-1,-1
27046,-1,-1,-1
27048,-1,-1,-1
27050,-1,-1,-1
27052,-1,-1,-1
27054,-1,-1,-1
27056,-1,-1,-1
27058,-1,-1,-1
27060,-1,-1,-1
27062,-1,-1,-1
27064,-1,-1,-1
27066,-1,-1,-1
27068,-1,-1,-1
27070,-1,-1,-1
27072,-1,-1,-1
27074,-1,-1,-1
27076,-1,-1,-1
27078,-1,-1,-1
27080,-1,-1,-1
27082,-1,-1,-1
27084,-1,-1,-1
27086,-1,-1,-1
27088,-1,-1,-1
27090,-1,-1,-1
27092,-1,-1,-1
27094,-1,-1,-1
27096,-1,-1,-1
27098,-1,-1,-1
27100,-1,-1,-1
27102,-1,-1,-1
27104,-1,-1,-1
27106,-1,-1,-1
27108,-1,-1,-1
27110,-1,-1,-1
27112,-1,-1,-1
27114,-1,-1,-1
27116,-1,-1,-1
27118,-1,-1,-1
27120,-1,-1,-1
27122,-1,-1,-1
27124,-1,-1,-1
27126,-1,-1,-1
27128,-1,-1,-1
27130,-1,-1,-1
27132,-1,-1,-1
27134,-1,-1,-1
27136,-1,-1,-1
27138,-1,-1,-1
27140,-1,-1,-1
27142,-1,-1,-1
27144,-1,-1,-1
27146,-1,-1,-1
27148,-1,-1,-1
27150,-1,-1,-1
27152,-1,-1,-1
27154,-1,-1,-1
27156,-1,-1,-1
27158,-1,-1,-1
27160,-1,-1,-1
27162,-1,-1,-1
27164,-1,-1,-1
27166,-1,-1,-1
27168,-1,-1,-1
27170,-1,-1,-1
27172,-1,-1,-1
27174,-1,-1,-1
27176,-1,-1,-1
27178,-1,-1,-1
27180,-1,-1,-1
27182,-1,-1,-1
27184,-1,-1,-1
27186,-1,-1,-1
27188,-1,-1,-1
27190,-1,-1,-1
27192,-1,-1,-1
27194,-1,-1,-1
27196,-1,-1,-1
27198,-1,-1,-1
27200,-1,-1,-1
27202,-1,-1,-1
27204,-1,-1,-1
27206,-1,-1,-1
27208,-1,-1,-1
27210,-1,-1,-1
27212,-1,-1,-1
27214,-1,-1,-1
27216,-1,-1,-1
27218,-1,-1,-1
27220,-1,-1,-1
27222,-1,-1,-1
27224,-1,-1,-1
27226,-1,-1,-1
27228,-1,-1,-1
27230,-1,-1,-1
27232,-1,-1,-1
27234,-1,-1,-1
27236,-1,-1,-1
27238,-1,-1,-1
27240,-1,-1,-1
27242,-1,-1,-1
27244,-1,-1,-1
27246,-1,-1,-1
27248,-1,-1,-1
27250,-1,-1,-1
27252,-1,-1,-1
27254,-1,-1,-1
27256,-1,-1,-1
27258,-1,-1,-1
27260,-1,-1,-1
27262,-1,-1,-1
27264,-1,-1,-1
27266,-1,-1,-1
27268,-1,-1,-1
27270,-1,-1,-1
27272,-1,-1,-1
27274,-1,-1,-1
27276,-1,-1,-1
27278,-1,-1,-1
27280,-1,-1,-1
27282,-1,-1,-1
27284,-1,-1,-1
27286,-1,-1,-1
27288,-1,-1,-1
27290,-1,-1,-1
27292,-1,-1,-1
27294,-1,-1,-1
27296,-1,-1,-1
27298,-1,-1,-1
27300,-1,-1,-1
27302,-1,-1,-1
27304,-1,-1,-1
27306,-1,-1,-1
27308,-1,-1,-1
27310,-1,-1,-1
27312,-1,-1,-1
27314,-1,-1,-1
27316,-1,-1,-1
27318,-1,-1,-1
27320,-1,-1,-1
27322,-1,-1,-1
27324,-1,-1,-1
27326,-1,-1,-1
27328,-1,-1,-1
27330,-1,-1,-1
27332,-1,-1,-1
27334,-1,-1,-1
27336,-1,-1,-1
27338,-1,-1,-1
27340,-1,-1,-1
27342,-1,-1,-1
27344,-1,-1,-1
27346,-1,-1,-1
27348,-1,-1,-1
27350,-1,-1,-1
27352,-1,-1,-1
27354,-1,-1,-1
27356,-1,-1,-1
27358,-1,-1,-1
27360,-1,-1,-1
27362,-1,-1,-1
27364,-1,-1,-1
27366,-1,-1,-1
27368,-1,-1,-1
27370,-1,-1,-1
27372,-1,-1,-1
27374,-1,-1,-1
27376,-1,-1,-1
27378,-1,-1,-1
27380,-1,-1,-1
27382,-1,-1,-1
27384,-1,-1,-1
27386,-1,-1,-1
27388,-1,-1,-1
27390,-1,-1,-1
27392,-1,-1,-1
27394,-1,-1,-1
27396,-1,-1,-1
27398,-1,-1,-1
27400,-1,-1,-1
27402,-1,-1,-1
27404,-1,-1,-1
27406,-1,-1,-1
27408,-1,-1,-1
27410,-1,-1,-1
27412,-1,-1,-1
27414,-1,-1,-1
27416,-1,-1,-1
27418,-1,-1,-1
27420,-1,-1,-1
27422,-1,-1,-1
27424,-1,-1,-1
27426,-1,-1,-1
27428,-1,-1,-1
27430,-1,-1,-1
27432,-1,-1,-1
27434,-1,-1,-1
27436,-1,-1,-1
27438,-1,-1,-1
27440,-1,-1,-1
27442,-1,-1,-1
27444,-1,-1,-1
27446,-1,-1,-1
27448,-1,-1,-1
27450,-1,-1,-1
27452,-1,-1,-1
27454,-1,-1,-1
27456,-1,-1,-1
27458,-1,-1,-1
27460,-1,-1,-1
27462,-1,-1,-1
27464,-1,-1,-1
27466,-1,-1,-1
27468,-1,-1,-1
27470,-1,-1,-1
27472,-1,-1,-1
27474,-1,-1,-1
27476,-1,-1,-1
27478,-1,-1,-1
27480,-1,-1,-1
27482,-1,-1,-1
27484,-1,-1,-1
27486,-1,-1,-1
27488,-1,-1,-1
27490,-1,-1,-1
27492,-1,-1,-1
27494,-1,-1,-1
27496,-1,-1,-1
27498,-1,-1,-1
27500,-1,-1,-1
27502,-1,-1,-1
27504,-1,-1,-1
27506,-1,-1,-1
27508,-1,-1,-1
27510,-1,-1,-1
27512,-1,-1,-1
27514,-1,-1,-1
27516,-1,-1,-1
27518,-1,-1,-1
27520,-1,-1,-1
27522,-1,-1,-1
27524,-1,-1,-1
27526,-1,-1,-1
27528,-1,-1,-1
27530,-1,-1,-1
27532,-1,-1,-1
27534,-1,-1,-1
27536,-1,-1,-1
27538,-1,-1,-1
27540,-1,-1,-1
27542,-1,-1,-1
27544,-1,-1,-1
27546,-1,-1,-1
27548,-1,-1,-1
27550,-1,-1,-1
27552,-1,-1,-1
27554,-1,-1,-1
27556,-1,-1,-1
27558,-1,-1,-1
27560,-1,-1,-1
27562,-1,-1,-1
27564,-1,-1,-1
27566,-1,-1,-1
27568,-1,-1,-1
27570,-1,-1,-1
27572,-1,-1,-1
27574,-1,-1,-1
27576,-1,-1,-1
27578,-1,-1,-1
27580,-1,-1,-1
27582,-1,-1,-1
27584,-1,-1,-1
27586,-1,-1,-1
27588,-1,-1,-1
27590,-1,-1,-1
27592,-1,-1,-1
27594,-1,-1,-1
27596,-1,-1,-1
27598,-1,-1,-1
27600,-1,-1,-1
27602,-1,-1,-1
27604,-1,-1,-1
27606,-1,-1,-1
27608,-1,-1,-1
27610,-1,-1,-1
27612,-1,-1,-1
27614,-1,-1,-1
27616,-1,-1,-1
27618,-1,-1,-1
27620,-1,-1,-1
27622,-1,-1,-1
27624,-1,-1,-1
27626,-1,-1,-1
27628,-1,-1,-1
27630,-1,-1,-1
27632,-1,-1,-1
27634,-1,-1,-1
27636,-1,-1,-1
27638,-1,-1,-1
27640,-1,-1,-1
27642,-1,-1,-1
27644,-1,-1,-1
27646,-1,-1,-1
27648,-1,-1,-1
27650,-1,-1,-1
27652,-1,-1,-1
27654,-1,-1,-1
27656,-1,-1,-1
27658,-1,-1,-1
27660,-1,-1,-1
27662,-1,-1,-1
27664,-1,-1,-1
27666,-1,-1,-1
27668,-1,-1,-1
27670,-1,-1,-1
27672,-1,-1,-1
27674,-1,-1,-1
27676,-1,-1,-1
27678,-1,-1,-1
27680,-1,-1,-1
27682,-1,-1,-1
27684,-1,-1,-1
27686,-1,-1,-1
27688,-1,-1,-1
27690,-1,-1,-1
27692,-1,-1,-1
27694,-1,-1,-1
27696,-1,-1,-1
27698,-1,-1,-1
27700,-1,-1,-1
27702,-1,-1,-1
27704,-1,-1,-1
27706,-1,-1,-1
27708,-1,-1,-1
27710,-1,-1,-1
27712,-1,-1,-1
27714,-1,-1,-1
27716,-1,-1,-1
27718,-1,-1,-1
27720,-1,-1,-1
27722,-1,-1,-1
27724,-1,-1,-1
27726,-1,-1,-1
27728,-1,-1,-1
27730,-1,-1,-1
27732,-1,-1,-1
27734,-1,-1,-1
27736,-1,-1,-1
27738,-1,-1,-1
27740,-1,-1,-1
27742,-1,-1,-1
27744,-1,-1,-1
27746,-1,-1,-1
27748,-1,-1,-1
27750,-1,-1,-1
27968,-1,-1,-1
27970,-1,-1,-1
27972,-1,-1,-1
27974,-1,-1,-1
27976,-1,-1,-1
27978,-1,-1,-1
27980,-1,-1,-1
27982,-1,-1,-1
27984,-1,-1,-1
27986,-1,-1,-1
27988,-1,-1,-1
27990,-1,-1,-1
27992,-1,-1,-1
27994,-1,-1,-1
27996,-1,-1,-1
27998,-1,-1,-1
28000,-1,-1,-1
28002,-1,-1,-1
28004,-1,-1,-1
28006,-1,-1,-1
28008,-1,-1,-1
28010,-1,-1,-1
28012,-1,-1,-1
28014,-1,-1,-1
28016,-1,-1,-1
28018,-1,-1,-1
28020,-1,-1,-1
28022,-1,-1,-1
28024,-1,-1,-1
28026,-1,-1,-1
28028,-1,-1,-1
28030,-1,-1,-1
28032,-1,-1,-1
28034,-1,-1,-1
28036,-1,-1,-1
28038,-1,-1,-1
28040,-1,-1,-1
28042,-1,-1,-1
28044,-1,-1,-1
28046,-1,-1,-1
28048,-1,-1,-1
28050,-1,-1,-1
28052,-1,-1,-1
28054,-1,-1,-1
28056,-1,-1,-1
28058,-1,-1,-1
28060,-1,-1,-1
28062,-1,-1,-1
28064,-1,-1,-1
28066,-1,-1,-1
28068,-1,-1,-1
28070,-1,-1,-1
28072,-1,-1,-1
28074,-1,-1,-1
28076,-1,-1,-1
28078,-1,-1,-1
28080,-1,-1,-1
28082,-1,-1,-1
28084,-1,-1,-1
28086,-1,-1,-1
28088,-1,-1,-1
28090,-1,-1,-1
28092,-1,-1,-1
28094,-1,-1,-1
28096,-1,-1,-1
28098,-1,-1,-1
28100,-1,-1,-1
28102,-1,-1,-1
28104,-1,-1,-1
28106,-1,-1,-1
28108,-1,-1,-1
28110,-1,-1,-1
28112,-1,-1,-1
28114,-1,-1,-1
28116,-1,-1,-1
28118,-1,-1,-1
28120,-1,-1,-1
28122,-1,-1,-1
28124,-1,-1,-1
28126,-1,-1,-1
28128,-1,-1,-1
28130,-1,-1,-1
28132,-1,-1,-1
28134,-1,-1,-1
28136,-1,-1,-1
28138,-1,-1,-1
28140,-1,-1,-1
28142,-1,-1,-1
28144,-1,-1,-1
28146,-1,-1,-1
28148,-1,-1,-1
28150,-1,-1,-1
28152,-1,-1,-1
28154,-1,-1,-1
28156,-1,-1,-1
28158,-1,-1,-1
28160,-1,-1,-1
28162,-1,-1,-1
28164,-1,-1,-1
28166,-1,-1,-1
28168,-1,-1,-1
28170,-1,-1,-1
28172,-1,-1,-1
28174,-1,-1,-1
28176,-1,-1,-1
28178,-1,-1,-1
28180,-1,-1,-1
28182,-1,-1,-1
28184,-1,-1,-1
28186,-1,-1,-1
28188,-1,-1,-1
28190,-1,-1,-1
28192,-1,-1,-1
28194,-1,-1,-1
28196,-1,-1,-1
28198,-1,-1,-1
28200,-1,-1,-1
28202,-1,-1,-1
28204,-1,-1,-1
28206,-1,-1,-1
28620,-1,-1,-1
28622,-1,-1,-1
28624,-1,-1,-1
28626,-1,-1,-1
28628,-1,-1,-1
28630,-1,-1,-1
28632,-1,-1,-1
28634,-1,-1,-1
28636,-1,-1,-1
28638,-1,-1,-1
28640,-1,-1,-1
28642,-1,-1,-1
28644,-1,-1,-1
28646,-1,-1,-1
28648,-1,-1,-1
28650,-1,-1,-1
28652,-1,-1,-1
28654,-1,-1,-1
28656,-1,-1,-1
28658,-1,-1,-1
28660,-1,-1,-1
28662,-1,-1,-1
28664,-1,-1,-1
28666,-1,-1,-1
28668,-1,-1,-1
28670,-1,-1,-1
28672,-1,-1,-1
28674,-1,-1,-1
28676,-1,-1,-1
28678,-1,-1,-1
28680,-1,-1,-1
28682,-1,-1,-1
28684,-1,-1,-1
28686,-1,-1,-1
28688,-1,-1,-1
28690,-1,-1,-1
28692,-1,-1,-1
28694,-1,-1,-1
28696,-1,-1,-1
28698,-1,-1,-1
28700,-1,-1,-1
28702,-1,-1,-1
28704,-1,-1,-1
28706,-1,-1,-1
28708,-1,-1,-1
28710,-1,-1,-1
28712,-1,-1,-1
28714,-1,-1,-1
28716,-1,-1,-1
28718,-1,-1,-1
28720,-1,-1,-1
28722,-1,-1,-1
28724,-1,-1,-1
28726,-1,-1,-1
28728,-1,-1,-1
28730,-1,-1,-1
28744,-1,-1,-1
28746,-1,-1,-1
28748,-1,-1,-1
28750,-1,-1,-1
28752,-1,-1,-1
33724,-1,-1,-1
33726,-1,-1,-1
33728,-1,-1,-1
33730,-1,-1,-1
33732,-1,-1,-1
33734,-1,-1,-1
33736,-1,-1,-1
33738,-1,-1,-1
33740,-1,-1,-1
33896,-1,-1,-1
33898,-1,-1,-1
33900,-1,-1,-1
33904,-1,-1,-1
33906,-1,-1,-1
34186,-1,-1,-1
34188,-1,-1,-1
34190,-1,-1,-1
34192,-1,-1,-1
34194,-1,-1,-1
34196,-1,-1,-1
34198,-1,-1,-1
34200,-1,-1,-1
34202,-1,-1,-1
