JPGNumber,Race 0 Bubble 0,Race 0 Bubble 1,Race 0 Bubble 2,Race 1 Bubble 0,Race 1 Bubble 1,Race 1 Bubble 2,Race 1 Bubble 3,Race 1 Bubble 4,Race 1 Bubble 5,Race 1 Bubble 6,Race 1 Bubble 7
21897,1,0,0,0,0,0,0,0,0,0,0
21899,1,0,0,1,1,1,0,0,0,0,0
21901,1,0,0,1,0,1,0,1,0,0,0
21903,0,1,0,0,0,0,1,0,0,0,0
21905,1,0,0,1,0,1,0,1,0,0,0
21907,1,0,0,1,0,0,0,0,0,0,0
21909,0,0,1,0,1,0,1,0,0,0,0
21911,1,0,0,0,1,1,0,1,0,0,0
21913,1,0,0,1,0,1,0,1,0,0,0
21915,0,1,0,1,1,1,0,0,0,0,0
21917,1,0,0,1,1,0,0,1,0,0,0
21919,0,1,0,1,0,1,0,1,0,0,0
21921,1,0,0,1,0,1,0,1,0,0,0
21923,0,1,0,1,0,1,0,1,0,0,0
21925,1,0,0,1,0,1,0,1,0,0,0
21927,1,0,0,1,0,0,0,0,0,0,0
21929,1,0,0,1,0,1,0,1,0,0,0
21931,1,0,0,1,1,0,0,0,0,0,0
21933,1,0,0,1,0,1,0,1,0,0,0
21935,1,0,0,1,0,0,0,0,0,0,0
21937,1,0,0,1,0,1,0,1,0,0,0
21939,1,0,0,0,1,0,0,0,0,0,0
21941,1,0,0,1,0,1,0,1,0,0,0
21943,0,1,0,0,1,1,0,1,0,0,0
21945,0,1,0,1,0,0,1,1,0,0,0
21947,1,0,0,1,1,1,0,0,0,0,0
21949,0,1,0,1,0,0,1,0,0,0,0
21951,1,0,0,1,0,1,0,0,0,0,0
21953,0,1,0,1,0,1,1,0,0,0,0
21955,0,1,0,1,0,1,1,0,0,0,0
21957,1,0,0,1,0,0,0,1,0,0,0
21959,1,0,0,1,0,1,0,1,0,0,0
21961,0,1,0,1,1,1,0,0,0,0,0
21963,1,0,0,1,0,0,0,0,0,0,0
21965,1,0,0,1,0,0,0,0,0,0,0
21967,0,1,0,0,1,1,1,0,0,0,0
21969,1,0,0,0,1,0,1,1,0,0,0
21971,1,0,0,1,1,1,0,0,0,0,0
21973,1,0,0,1,0,1,0,1,0,0,0
21975,1,0,0,0,1,1,0,1,0,0,0
21977,1,0,0,0,0,1,1,1,0,0,0
21979,1,0,0,1,0,0,0,0,0,0,0
21981,1,0,0,1,0,0,1,0,0,0,0
21983,0,1,0,0,1,0,1,0,0,0,0
21985,0,1,0,0,1,0,1,0,0,0,0
21987,1,0,0,1,0,1,0,1,0,0,0
21989,0,1,0,0,0,1,1,1,0,0,0
21991,1,0,0,0,0,1,0,1,0,0,0
21993,1,0,0,1,0,1,0,1,0,0,0
21995,1,0,0,0,0,0,0,1,0,0,0
21997,0,1,0,0,1,0,1,1,0,0,0
21999,0,1,0,1,0,1,1,0,0,0,0
22001,0,1,0,0,1,1,0,1,0,0,0
22003,0,1,0,1,0,1,0,0,0,0,0
22005,1,0,0,1,0,1,0,1,0,0,0
22007,1,0,0,1,0,0,0,1,0,0,0
22009,0,1,0,1,1,0,1,0,0,0,0
22011,1,0,0,1,0,1,0,1,0,0,0
22013,0,1,0,1,0,1,0,1,0,0,0
22015,0,1,0,1,1,0,0,1,0,0,0
22017,1,0,0,1,1,0,0,1,0,0,0
22019,1,0,0,1,0,0,0,1,0,0,0
22021,0,1,0,1,0,0,0,1,0,0,0
22023,0,1,0,0,1,0,1,0,0,0,0
22025,0,1,0,0,0,1,0,0,0,0,0
22027,1,0,0,1,1,0,0,1,0,0,0
22029,0,1,0,1,1,0,1,0,0,0,0
22031,0,1,0,0,1,1,1,0,0,0,0
22033,1,0,0,1,0,1,0,1,0,0,0
22035,0,1,0,0,1,0,1,0,0,0,0
22037,1,0,0,1,0,0,1,1,0,0,0
22039,1,0,0,1,1,0,0,1,0,0,0
22041,1,0,0,1,1,1,0,0,0,0,0
22043,0,1,0,1,0,1,0,1,0,0,0
22045,1,0,0,0,0,0,0,1,0,0,0
22047,1,0,0,1,0,0,0,1,0,0,0
22049,1,0,0,1,0,1,0,1,0,0,0
22051,0,1,0,1,0,1,1,0,0,0,0
22053,1,0,0,1,0,0,0,1,1,0,0
22055,0,1,0,0,1,1,1,0,0,0,0
22057,1,0,0,1,0,0,1,1,0,0,0
22059,1,0,0,1,0,1,0,1,0,0,0
22061,1,0,0,1,0,0,0,0,0,0,0
22063,1,0,0,1,0,0,0,1,0,0,0
22065,1,0,0,1,1,0,1,0,0,0,0
22067,0,1,0,0,1,0,1,0,0,0,0
22069,0,1,0,0,1,1,0,0,0,0,0
22071,0,1,0,0,1,1,1,0,0,0,0
22073,0,1,0,1,1,1,0,0,0,0,0
22075,1,0,0,1,0,0,0,1,0,1,0
22077,0,1,0,1,1,0,0,0,1,0,0
22079,1,0,0,0,0,1,0,1,1,0,0
22081,1,0,0,1,0,0,0,1,1,0,0
22083,1,0,0,1,0,0,0,0,0,0,0
22085,0,1,0,1,1,0,1,0,0,0,0
22087,0,1,0,1,1,1,0,0,0,0,0
22089,0,1,0,0,0,1,1,1,0,0,0
22091,0,1,0,0,1,0,1,1,0,0,0
22093,1,0,0,1,0,0,0,0,0,0,0
22095,1,0,0,1,1,0,1,0,0,0,0
22097,0,1,0,1,1,1,0,0,0,0,0
22099,1,0,0,1,0,1,0,1,0,0,0
22101,1,0,0,1,0,1,0,1,0,0,0
22103,1,0,0,1,1,0,0,0,0,0,0
22105,1,0,0,1,1,0,0,1,0,0,0
22107,1,0,0,1,0,0,0,1,0,0,0
22109,1,0,0,1,0,0,0,1,0,0,0
22111,1,0,0,1,1,0,1,0,0,0,0
22113,1,0,0,1,1,0,0,0,0,0,0
22115,0,1,0,0,1,0,0,1,0,0,0
22117,1,0,0,1,1,1,0,0,0,0,0
22119,0,1,0,0,1,0,1,0,0,0,0
22121,1,0,0,0,1,0,0,1,0,0,0
22123,1,0,0,1,0,1,0,1,0,0,0
22125,1,0,0,1,0,1,0,1,0,0,0
22127,1,0,0,1,0,1,0,1,0,0,0
22129,1,0,0,1,1,1,0,0,0,0,0
22131,1,0,0,1,0,0,0,0,0,0,0
22133,0,1,0,0,1,0,1,0,0,0,0
22135,1,0,0,1,1,0,1,0,0,0,0
22137,1,0,0,1,0,1,0,1,0,0,0
22139,0,1,0,1,1,0,1,0,0,0,0
22141,0,1,0,0,1,1,1,0,0,0,0
22143,0,1,0,0,1,1,1,0,0,0,0
22145,1,0,0,1,0,0,0,1,0,0,0
22147,0,1,0,1,1,1,0,0,0,0,0
22149,1,0,0,1,1,0,0,1,0,0,0
22151,1,0,0,1,0,1,0,1,0,0,0
22153,1,0,0,1,0,1,0,1,0,0,0
22155,1,0,0,1,1,0,0,1,0,0,0
22157,7,7,7,7,7,7,7,7,7,7,7
22159,7,7,7,7,7,7,7,7,7,7,7
22161,0,1,0,0,1,0,0,0,0,0,0
22163,0,1,0,1,1,1,0,0,0,0,0
22165,1,0,0,1,1,0,0,1,0,0,0
22167,1,0,0,1,0,0,0,1,0,0,0
22169,1,0,0,1,0,1,0,1,0,0,0
22171,1,0,0,0,1,1,0,1,0,0,0
22173,1,0,0,0,0,0,0,0,0,0,0
22175,0,1,0,1,0,0,1,1,0,0,0
22177,0,1,0,0,1,1,1,0,0,0,0
22179,0,1,0,1,0,0,0,0,0,0,0
22181,0,1,0,0,1,0,1,1,0,0,0
22183,1,0,0,0,0,0,0,1,0,0,0
22185,1,0,0,0,0,0,0,1,0,0,0
22187,0,1,0,0,1,0,1,0,0,0,0
22189,0,1,0,1,1,0,1,0,0,0,0
22191,0,1,0,0,1,1,1,0,0,0,0
22193,1,0,0,1,0,1,0,1,0,0,0
22195,0,1,0,0,1,1,1,0,0,0,0
22197,0,1,0,0,1,1,1,0,0,0,0
22199,0,1,0,1,1,0,1,0,0,0,0
22201,1,0,0,1,0,1,0,1,0,0,0
22203,0,1,0,1,1,0,1,0,0,0,0
22205,1,0,0,1,0,1,0,1,0,0,0
22207,0,1,0,1,0,1,1,0,0,0,0
22209,0,1,0,0,1,1,0,1,0,0,0
22211,0,1,0,0,1,1,1,0,0,0,0
22213,1,0,0,1,0,1,0,1,0,0,0
22215,0,1,0,0,1,0,1,0,0,0,0
22217,1,0,0,1,0,1,0,1,0,0,0
22219,0,1,0,0,1,1,1,0,0,0,0
22221,1,0,0,1,1,0,0,1,0,0,0
22223,0,1,0,0,1,1,1,0,0,0,0
22225,1,0,0,1,0,1,0,1,0,0,0
22227,1,0,0,1,0,0,0,0,0,0,0
22229,1,0,0,1,0,1,1,0,0,0,0
22231,0,0,0,0,1,0,0,0,0,0,0
22233,1,0,0,1,1,1,0,0,0,0,0
22235,0,1,0,0,1,0,1,1,0,0,0
22237,0,1,0,1,0,1,1,0,0,0,0
22239,0,0,0,0,1,0,0,0,0,0,0
22241,1,0,0,1,0,1,0,1,0,0,0
22243,0,1,0,0,1,1,1,0,0,0,0
22245,0,1,0,0,1,0,1,1,0,0,0
22247,1,0,0,1,0,1,0,1,0,0,0
22249,1,0,0,1,0,1,0,1,0,0,0
22251,0,1,0,1,1,1,0,0,0,0,0
22253,0,1,0,1,0,1,1,0,0,0,0
22255,1,0,0,0,0,0,0,1,0,0,0
22257,1,0,0,1,0,0,0,1,0,0,0
22259,0,1,0,1,0,1,1,0,0,0,0
22261,1,0,0,1,0,1,0,1,0,0,0
22263,1,0,0,1,1,0,0,1,0,0,0
22265,1,0,0,0,1,1,0,1,0,0,0
22267,1,0,0,1,1,1,0,0,0,0,0
22269,1,0,0,1,1,1,0,0,0,0,0
22271,1,0,0,1,0,0,1,1,0,0,0
22273,1,0,0,1,0,1,0,1,0,0,0
22275,1,0,0,0,1,1,0,1,0,0,0
22277,1,0,0,1,1,0,0,1,0,0,0
22279,1,0,0,1,1,0,0,1,0,0,0
22281,0,1,0,0,1,1,0,1,0,0,0
22283,1,0,0,1,1,0,0,1,0,0,0
22285,1,0,0,1,1,0,0,1,0,0,0
22287,0,1,0,0,0,0,1,0,0,0,0
22289,1,0,0,1,1,0,0,1,0,0,0
22291,1,0,0,0,1,1,0,1,0,0,0
22293,1,0,0,0,1,1,0,1,0,0,0
22295,1,0,0,1,0,1,0,1,0,0,0
22297,1,0,0,0,0,0,1,1,0,0,0
22299,1,0,0,0,1,1,1,0,0,0,0
22301,0,1,0,0,1,1,1,0,0,0,0
22303,1,0,0,1,0,1,0,1,0,0,0
22305,1,0,0,1,0,1,0,1,0,0,0
22307,1,0,0,0,0,1,0,1,0,0,0
22309,1,0,0,1,1,0,0,1,0,0,0
22311,0,1,0,0,0,1,0,0,0,0,0
22313,0,1,0,0,1,1,1,0,0,0,0
22315,1,0,0,1,0,1,0,1,0,0,0
22317,1,0,0,1,1,0,0,1,0,0,0
22319,0,1,0,0,0,0,0,1,0,0,0
22321,0,1,0,0,1,1,1,0,0,0,0
22323,1,0,0,1,0,1,0,1,0,0,0
22325,1,0,0,1,1,0,0,1,0,0,0
22327,0,1,0,0,1,0,0,0,0,0,0
22329,0,1,0,1,0,1,1,0,0,0,0
22331,1,0,0,1,0,1,0,0,0,0,0
22333,1,0,0,1,0,1,0,1,0,0,0
22335,1,0,0,1,1,0,0,1,0,0,0
22337,1,0,0,1,0,1,0,1,0,0,0
22339,1,0,0,1,0,1,0,1,0,0,0
22341,0,1,0,0,1,1,1,0,0,0,0
22343,1,0,0,1,0,1,0,1,0,0,0
22345,1,0,0,1,0,0,0,1,0,0,0
22347,1,0,0,1,0,1,0,1,0,0,0
22349,0,1,0,1,1,1,0,0,0,0,0
22351,0,1,0,0,1,1,1,0,0,0,0
22353,0,1,0,0,1,1,1,0,0,0,0
22355,1,0,0,0,0,0,0,0,0,0,0
22357,1,0,0,1,0,1,0,1,0,0,0
22359,0,1,0,1,1,0,1,0,0,0,0
22361,0,1,0,0,1,1,1,0,0,0,0
22363,1,0,0,1,0,1,0,1,0,0,0
22365,0,1,0,1,1,1,0,0,0,0,0
22367,0,0,0,1,1,0,0,0,0,0,0
22369,1,0,0,1,0,0,0,1,1,0,0
22371,1,0,0,1,0,1,0,1,0,0,0
22373,1,0,0,1,0,0,0,1,0,0,0
22375,0,1,0,0,1,1,1,0,0,0,0
22377,1,0,0,1,1,0,0,1,0,0,0
22379,0,1,0,0,1,1,1,0,0,0,0
22381,0,1,0,1,0,0,1,1,0,0,0
22383,1,0,0,1,0,0,0,1,0,0,0
22385,0,1,0,1,0,1,0,1,0,0,0
22387,1,0,0,1,1,0,0,1,0,0,0
22389,1,0,0,1,0,1,0,1,0,0,0
22391,1,0,0,1,0,1,0,1,0,0,0
22393,0,1,0,1,0,1,0,1,0,0,0
22395,0,1,0,0,1,1,0,1,0,0,0
22397,0,1,0,1,0,0,0,0,0,0,0
22399,0,1,0,0,1,1,1,0,0,0,0
22401,0,1,0,1,0,1,0,0,0,0,0
22403,1,0,0,1,0,1,0,1,0,0,0
22405,0,1,0,0,1,1,1,0,0,0,0
22407,0,1,0,0,1,1,1,0,0,0,0
22409,0,1,0,1,0,0,0,0,0,0,0
22411,1,0,0,1,0,0,0,0,0,0,0
22413,0,1,0,1,0,1,1,0,0,0,0
22415,1,0,0,1,1,0,0,1,0,0,0
22417,1,0,0,1,1,1,0,0,0,0,0
22419,1,0,0,1,1,1,0,0,0,0,0
22421,1,0,0,1,0,1,0,1,0,0,0
22423,1,0,0,0,0,0,1,1,0,0,0
22425,0,1,0,1,1,0,0,0,1,0,0
22427,1,0,0,1,0,1,0,1,0,0,0
22429,0,1,0,0,1,1,0,1,0,0,0
22431,1,0,0,0,1,1,0,1,0,0,0
22433,0,1,0,0,1,1,1,0,0,0,0
22435,1,0,0,1,1,0,0,1,0,0,0
22437,1,0,0,0,0,0,0,1,0,0,0
22439,0,1,0,0,1,1,0,0,0,0,0
22441,0,1,0,0,1,0,1,0,1,0,0
22443,0,1,0,0,0,0,0,0,0,0,0
22445,1,0,0,1,0,0,0,1,1,0,0
22447,0,1,0,0,1,1,1,0,0,0,0
22449,1,0,0,1,1,0,0,1,0,0,0
22451,0,1,0,0,1,1,1,0,0,0,0
22453,1,0,0,1,0,1,0,1,0,0,0
22455,0,1,0,0,1,1,1,0,0,0,0
22457,1,0,0,1,0,1,0,1,0,0,0
22459,1,0,0,1,0,1,0,1,0,0,0
22461,1,0,0,1,0,1,0,1,0,0,0
22463,0,1,0,0,1,1,1,0,0,0,0
22465,1,0,0,1,0,1,0,1,0,0,0
22467,0,1,0,0,0,0,0,1,0,0,0
22469,0,1,0,1,1,1,0,0,0,0,0
22471,0,1,0,0,1,0,1,0,0,0,0
22473,0,1,0,0,1,0,1,0,0,0,0
22475,1,0,0,1,1,1,0,0,0,0,0
22477,0,1,0,0,1,0,1,0,1,0,0
22479,1,0,0,1,0,1,0,1,0,0,0
22481,0,1,0,1,0,1,0,1,0,0,0
22483,0,1,0,1,1,0,1,0,0,0,0
22485,0,1,0,1,1,0,0,1,0,0,0
22487,0,1,0,0,1,1,1,0,0,0,0
22489,0,1,0,0,1,0,1,0,0,0,0
22491,1,0,0,1,0,1,0,1,0,0,0
22493,1,0,0,1,0,1,0,1,0,0,0
22495,0,1,0,0,1,0,1,1,0,0,0
22497,1,0,0,1,1,1,0,0,0,0,0
22499,0,1,0,0,1,0,0,0,0,0,0
22501,0,1,0,0,1,1,1,0,0,0,0
22503,0,1,0,0,0,0,0,1,1,0,0
22505,1,0,0,1,0,0,0,1,1,0,0
22507,0,0,1,1,0,1,0,1,0,0,0
22509,0,0,1,0,1,1,0,1,0,0,0
22511,0,1,0,0,0,1,0,1,1,0,0
22513,0,1,0,0,1,1,1,0,0,0,0
22515,1,0,0,1,0,0,1,0,0,0,0
22517,0,1,0,0,1,1,1,0,0,0,0
22519,1,0,0,1,1,0,0,1,0,0,0
22521,1,0,0,1,1,1,0,0,0,0,0
22523,1,0,0,0,1,0,0,1,0,0,0
22525,0,1,0,1,0,0,0,0,0,0,0
22527,1,0,0,1,0,1,0,1,0,0,0
22529,0,1,0,0,1,1,1,0,0,0,0
22531,1,0,0,1,1,0,0,1,0,0,0
22533,1,0,0,1,1,0,0,1,0,0,0
22535,0,1,0,1,1,0,0,1,0,0,0
22537,1,0,0,1,0,1,0,1,0,0,0
22539,1,0,0,1,1,0,0,1,0,0,0
22541,0,1,0,0,1,1,1,0,0,0,0
22543,0,1,0,0,1,0,1,0,0,0,0
22545,0,1,0,0,1,0,0,0,0,0,0
22547,1,0,0,1,0,0,0,1,0,0,0
22549,0,1,0,0,1,1,1,0,0,0,0
22551,0,1,0,0,1,1,1,0,0,0,0
22553,0,1,0,0,1,1,1,0,0,0,0
22555,0,1,0,1,1,0,1,0,0,0,0
22557,1,0,0,1,0,0,0,1,1,0,0
22559,1,0,0,1,0,0,0,0,0,0,0
22561,0,1,0,1,1,0,1,0,0,0,0
22563,1,0,0,1,1,0,0,1,0,0,0
22565,0,1,0,0,1,1,1,0,0,0,0
22567,1,0,0,1,0,0,0,1,0,0,0
22569,1,0,0,1,0,1,0,1,0,0,0
22571,1,0,0,1,0,0,0,1,0,0,0
22573,1,0,0,1,0,0,0,1,0,0,0
22575,0,1,0,1,1,0,1,0,0,0,0
22577,0,1,0,0,1,0,1,0,0,0,0
22579,1,0,0,1,1,0,0,1,0,0,0
22581,1,0,0,1,0,0,0,1,0,0,0
22583,0,1,0,1,0,1,1,0,0,0,0
22585,1,0,0,1,0,0,0,1,0,0,0
22587,1,0,0,1,0,0,0,1,0,0,0
22589,0,1,0,0,1,0,1,0,0,0,0
22591,0,1,0,0,1,1,1,0,0,0,0
22593,1,0,0,1,0,1,1,0,0,0,0
22595,1,0,0,1,0,0,0,1,0,0,0
22597,0,1,0,1,0,1,1,0,0,0,0
22599,0,1,0,0,1,1,1,0,0,0,0
22601,0,1,0,1,0,1,0,1,0,0,0
22603,0,1,0,0,1,0,0,0,0,0,0
22605,0,1,0,0,0,1,0,0,0,0,0
22607,1,0,0,1,1,0,0,1,0,0,0
22609,1,0,0,0,1,1,1,0,0,0,0
22611,1,0,0,1,1,1,0,0,0,0,0
22613,1,0,0,1,0,0,1,1,0,0,0
22615,0,1,0,1,1,1,0,0,0,0,0
22617,0,1,0,0,1,1,1,0,0,0,0
22619,0,1,0,0,1,1,1,0,0,0,0
22621,0,1,0,0,1,1,1,0,0,0,0
22623,0,1,0,0,1,1,1,0,0,0,0
22625,1,0,0,1,0,1,0,1,0,0,0
22627,1,0,0,1,1,1,0,0,0,0,0
22629,1,0,0,1,0,1,0,1,0,0,0
22631,1,0,0,1,0,1,0,1,0,0,0
33781,0,1,0,0,1,0,0,0,0,0,0
33783,0,1,0,0,1,1,1,0,0,0,0
33785,0,1,0,0,1,0,1,1,0,0,0
33787,1,0,0,1,0,0,0,1,0,0,0
33789,1,0,0,1,0,0,0,1,0,0,0
33791,1,0,0,1,0,1,0,1,0,0,0
34871,1,0,0,1,0,0,0,1,0,0,0
34873,1,0,0,1,1,0,0,1,0,0,0
34875,1,0,0,1,0,1,0,1,0,0,0
34877,0,1,0,1,1,0,1,0,0,0,0
34879,1,0,0,1,1,0,0,1,0,0,0
34881,0,1,0,1,0,0,0,1,0,0,0
34883,0,1,0,1,0,1,0,1,0,0,0
34885,0,1,0,1,1,1,0,0,0,0,0
34887,0,1,0,0,1,1,0,1,0,0,0
34889,0,1,0,1,0,1,0,1,0,0,0
34891,1,0,0,1,0,1,0,1,0,0,0
34893,0,1,0,0,0,0,1,0,0,0,0
34895,0,1,0,0,1,0,1,1,0,0,0
34897,0,1,0,0,0,0,0,1,0,0,0
34899,1,0,0,1,0,1,0,1,0,0,0
34901,1,0,0,1,0,1,0,1,0,0,0
34903,0,1,0,0,0,1,1,0,0,0,0
34905,1,0,0,1,0,0,0,1,0,0,0
34907,0,1,0,0,1,1,1,0,0,0,0
34909,0,1,0,0,1,1,0,1,0,0,0
34911,0,1,0,0,0,1,0,1,0,0,0
34913,0,1,0,1,0,1,0,1,0,0,0
34915,0,1,0,0,1,0,1,1,0,0,0
34917,0,1,0,0,0,1,0,1,0,0,0
34919,0,1,0,0,1,1,0,1,0,0,0
34921,0,1,0,0,0,1,1,0,0,0,0
34923,1,0,0,1,0,1,0,1,0,0,0
34925,1,0,0,0,1,1,0,1,0,0,0
34927,0,1,0,0,1,1,1,0,0,0,0
34929,0,1,0,0,1,1,1,0,0,0,0
34931,1,0,0,0,1,1,0,1,0,0,0
34933,0,1,0,0,1,1,1,0,0,0,0
34935,1,0,0,1,0,1,0,1,0,0,0
34937,0,1,0,0,1,1,1,0,0,0,0
34939,1,0,0,1,1,0,0,1,0,0,0
34941,0,1,0,0,0,1,0,0,0,0,0
34943,1,0,0,0,1,0,0,0,0,0,0
34945,1,0,0,1,0,0,0,1,0,0,0
34947,0,1,0,0,0,1,0,0,0,0,0
34949,0,1,0,0,1,1,0,1,0,0,0
34951,0,1,0,0,1,0,1,0,0,0,0
34953,0,1,0,0,1,1,1,0,0,0,0
34955,1,0,0,0,1,0,0,0,0,0,0
34957,0,1,0,0,1,0,1,1,0,0,0
